so_hieu,title,clause_type,content,parent_content,grandparent_content,reference,relation
116/2025/QH15,Luật An ninh mạng,khoan,"Bãi bỏ cụm từ “an toàn thông tin,” tại khoản 3 Điều 51, khoản 1 và khoản 5 Điều 52 của Luật Đấu thầu số 22/2023/QH15 đã được sửa đổi, bổ sung một số điều theo Luật số 57/2024/QH15 và Luật số 90/2025/QH15; tại điểm e khoản 1 Điều 23 của Luật Phòng thủ dân sự số 18/2023/QH15 đã được sửa đổi, bổ sung một số điều theo Luật số 98/2025/QH15","Sửa đổi, bổ sung một số điều của các luật có liên quan",,khoản 5 Điều 52 Luật Đấu thầu số 22/2023/QH15,sua_doi
116/2025/QH15,Luật An ninh mạng,khoan,"Bãi bỏ cụm từ “an toàn thông tin,” tại khoản 3 Điều 51, khoản 1 và khoản 5 Điều 52 của Luật Đấu thầu số 22/2023/QH15 đã được sửa đổi, bổ sung một số điều theo Luật số 57/2024/QH15 và Luật số 90/2025/QH15; tại điểm e khoản 1 Điều 23 của Luật Phòng thủ dân sự số 18/2023/QH15 đã được sửa đổi, bổ sung một số điều theo Luật số 98/2025/QH15","Sửa đổi, bổ sung một số điều của các luật có liên quan",,điểm e khoản 1 Điều 23 của Luật Phòng thủ dân sự số 18/2023/QH15,sua_doi
116/2025/QH15,Luật An ninh mạng,khoan,"1. Luật An toàn thông tin mạng số 86/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14; Luật An ninh mạng số 24/2018/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.",Điều 29. Hiệu lực thi hành,,Luật An toàn thông tin mạng số 86/2015/QH13,thay_the
116/2025/QH15,Luật An ninh mạng,khoan,"2. Luật An toàn thông tin mạng số 86/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14; Luật An ninh mạng số 24/2018/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.",Điều 29. Hiệu lực thi hành,,Luật An ninh mạng số 24/2018/QH14,thay_the
116/2025/QH15,Luật An ninh mạng,khoan,"1. Hệ thống thông tin đã được xác định cấp độ theo quy định của Luật An toàn thông tin mạng số 86/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14 thì tiếp tục giữ cấp độ đã được xác định kể từ ngày Luật này có hiệu lực thi hành; trong thời hạn 12 tháng kể từ ngày Luật này có hiệu lực thi hành thì phải bảo đảm điều kiện, tiêu chuẩn, biện pháp bảo vệ an ninh mạng tương ứng với cấp độ theo quy định của Luật này.",Điều 26. Điều khoản chuyển tiếp,,Luật An toàn thông tin mạng số 86/2015/QH13,dan_chieu
116/2025/QH15,Luật An ninh mạng,khoan,"1. Hệ thống thông tin đã được xác định cấp độ theo quy định của Luật An toàn thông tin mạng số 86/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14 thì tiếp tục giữ cấp độ đã được xác định kể từ ngày Luật này có hiệu lực thi hành; trong thời hạn 12 tháng kể từ ngày Luật này có hiệu lực thi hành thì phải bảo đảm điều kiện, tiêu chuẩn, biện pháp bảo vệ an ninh mạng tương ứng với cấp độ theo quy định của Luật này.",Điều 26. Điều khoản chuyển tiếp,,Luật 116/2025/QH15,dan_chieu
11/2022/NQ-HĐND,Nghị quyết kéo dài thời gian thực hiện Nghị quyết về chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh Lai Châu,dieu,"Kéo dài thời gian thực hiện các nội dung và mức hỗ trợ: giống lúa thuần (tiêu chuẩn xác nhận); giống ngô lai; phát triển cây ăn quả tập trung và cải tạo vườn tạp; chuyển đổi phương thức chăn nuôi (trâu, bò, ngựa) và cải tạo đàn gia súc; vôi cải tạo đất ruộng; nuôi tôm, cá lồng; khai hoang ruộng nước; phát triển cơ giới hóa nông nghiệp trong chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh được quy định tại Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016, Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh đến hết ngày 31 tháng 12 năm 2022. Nguyên tắc hỗ trợ; phạm vi, đối tượng áp dụng; điều kiện, nguồn vốn hỗ trợ đối với các nội dung được phép kéo dài thực hiện theo Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016 và các nội dung đã được sửa đổi, bổ sung tại Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh.",,,Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016,keo_dai_hieu_luc
11/2022/NQ-HĐND,Nghị quyết kéo dài thời gian thực hiện Nghị quyết về chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh Lai Châu,dieu,"Kéo dài thời gian thực hiện các nội dung và mức hỗ trợ: giống lúa thuần (tiêu chuẩn xác nhận); giống ngô lai; phát triển cây ăn quả tập trung và cải tạo vườn tạp; chuyển đổi phương thức chăn nuôi (trâu, bò, ngựa) và cải tạo đàn gia súc; vôi cải tạo đất ruộng; nuôi tôm, cá lồng; khai hoang ruộng nước; phát triển cơ giới hóa nông nghiệp trong chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh được quy định tại Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016, Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh đến hết ngày 31 tháng 12 năm 2022. Nguyên tắc hỗ trợ; phạm vi, đối tượng áp dụng; điều kiện, nguồn vốn hỗ trợ đối với các nội dung được phép kéo dài thực hiện theo Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016 và các nội dung đã được sửa đổi, bổ sung tại Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh.",,,Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019,keo_dai_hieu_luc
11/2022/NQ-HĐND,Nghị quyết kéo dài thời gian thực hiện Nghị quyết về chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh Lai Châu,dieu,"Kéo dài thời gian thực hiện các nội dung và mức hỗ trợ: giống lúa thuần (tiêu chuẩn xác nhận); giống ngô lai; phát triển cây ăn quả tập trung và cải tạo vườn tạp; chuyển đổi phương thức chăn nuôi (trâu, bò, ngựa) và cải tạo đàn gia súc; vôi cải tạo đất ruộng; nuôi tôm, cá lồng; khai hoang ruộng nước; phát triển cơ giới hóa nông nghiệp trong chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh được quy định tại Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016, Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh đến hết ngày 31 tháng 12 năm 2022. Nguyên tắc hỗ trợ; phạm vi, đối tượng áp dụng; điều kiện, nguồn vốn hỗ trợ đối với các nội dung được phép kéo dài thực hiện theo Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016 và các nội dung đã được sửa đổi, bổ sung tại Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh.",,,Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016,dan_chieu
11/2022/NQ-HĐND,Nghị quyết kéo dài thời gian thực hiện Nghị quyết về chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh Lai Châu,dieu,"Kéo dài thời gian thực hiện các nội dung và mức hỗ trợ: giống lúa thuần (tiêu chuẩn xác nhận); giống ngô lai; phát triển cây ăn quả tập trung và cải tạo vườn tạp; chuyển đổi phương thức chăn nuôi (trâu, bò, ngựa) và cải tạo đàn gia súc; vôi cải tạo đất ruộng; nuôi tôm, cá lồng; khai hoang ruộng nước; phát triển cơ giới hóa nông nghiệp trong chính sách hỗ trợ phát triển sản xuất nông nghiệp trên địa bàn tỉnh được quy định tại Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016, Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh đến hết ngày 31 tháng 12 năm 2022. Nguyên tắc hỗ trợ; phạm vi, đối tượng áp dụng; điều kiện, nguồn vốn hỗ trợ đối với các nội dung được phép kéo dài thực hiện theo Nghị quyết số 33/2016/NQ-HĐND ngày 28/7/2016 và các nội dung đã được sửa đổi, bổ sung tại Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019 của Hội đồng nhân dân tỉnh.",,,Nghị quyết số 40/2019/NQ-HĐND ngày 11/12/2019,dan_chieu
67/2024/QĐ-UBND,Quyết định kéo dài thời gian thực hiện các Quyết định về Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Lào Cai,khoan,Quyết định số 56/2019/QĐ-UBND ngày 31/12/2019 của Ủy ban nhân dân tỉnh Lào Cai Ban hành Quy định Bảng giá đất 05 năm (2020- 2024) trên địa bàn tỉnh Lào Cai.,"Kéo dài thời gian thực hiện các Quyết định của Ủy ban nhân dân tỉnh Lào Cai về Bảng giá đất 5 năm (2020-2024) trên địa bàn tỉnh Lào Cai đến hết ngày 31 tháng 12 năm 2025, gồm:",,Quyết định số 56/2019/QĐ-UBND ngày 31/12/2019,keo_dai_hieu_luc
67/2024/QĐ-UBND,Quyết định kéo dài thời gian thực hiện các Quyết định về Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Lào Cai,khoan,"Quyết định số 35/2020/QĐ-UBND ngày 22/12/2020 của Ủy ban nhân dân tỉnh Lào Cai Sửa đổi, bổ sung, bãi bỏ một số điều của Quy định Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Lào Cai và một số nội dung của các Phụ lục ban hành kèm theo Quyết định số 56/2019/QĐ-UBND ngày 31/12/2019, Quyết định số 19/2020/QĐ-UBND ngày 18/6/2020 của Ủy ban nhân dân tỉnh Lào Cai.","Kéo dài thời gian thực hiện các Quyết định của Ủy ban nhân dân tỉnh Lào Cai về Bảng giá đất 5 năm (2020-2024) trên địa bàn tỉnh Lào Cai đến hết ngày 31 tháng 12 năm 2025, gồm:",,Quyết định số 35/2020/QĐ-UBND ngày 22/12/2020,keo_dai_hieu_luc
67/2024/QĐ-UBND,Quyết định kéo dài thời gian thực hiện các Quyết định về Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Lào Cai,khoan,"Quyết định số 09/2024/QĐ-UBND ngày 07/5/2024 của Ủy ban nhân dân tỉnh Lào Cai Sửa đổi, bổ sung một số nội dung tại phụ lục ban hành kèm theo Quyết định số 47/2023/QĐ-UBND ngày 29/12/2023 của Ủy ban nhân dân tỉnh Lào Cai sửa đổi, bổ sung một số nội dung của Bảng giá đất 05 năm (2020-2024) trên địa bàn tỉnh Lào Cai.","Kéo dài thời gian thực hiện các Quyết định của Ủy ban nhân dân tỉnh Lào Cai về Bảng giá đất 5 năm (2020-2024) trên địa bàn tỉnh Lào Cai đến hết ngày 31 tháng 12 năm 2025, gồm:",,Quyết định số 09/2024/QĐ-UBND ngày 07/5/2024,keo_dai_hieu_luc
38/2024/NQ-HĐND,"Nghị quyết kéo dài thời gian thực hiện thí điểm một số chính sách hỗ trợ các hãng tàu biển mở tuyến vận chuyển container và các đối tượng có hàng hóa vận chuyển bằng container đi, đến cảng Chân Mây tỉnh Thừa Thiên Huế",dieu,"Thống nhất kéo dài thời gian thực hiện Nghị quyết số 18/2022/NQ- HĐND ngày 07 tháng 9 năm 2022 của Hội đồng nhân dân tỉnh về thí điểm một số chính sách hỗ trợ các hãng tàu biển mở tuyến vận chuyển container và các đối tượng có hàng hóa vận chuyển bằng container đi, đến cảng Chân Mây tỉnh Thừa Thiên Huế và Nghị quyết số 25/2022/NQ-HĐND ngày 08 tháng 12 năm 2022 của Hội đồng nhân dân tỉnh sửa đổi, bổ sung điểm b khoản 1 và điểm a, điểm c khoản 3 Điều 1 của Nghị quyết số 18/2022/NQ-HĐND ngày 07 tháng 9 năm 2022 của Hội đồng nhân dân tỉnh về thí điểm một số chính sách hỗ trợ các hãng tàu biển mở tuyến vận chuyển container và các đối tượng có hàng hóa vận chuyển bằng container đi, đến cảng Chân Mây tỉnh Thừa Thiên Huế. Thời gian thực hiện: Đến hết ngày 31 tháng 12 năm 2025.",,,Nghị quyết số 18/2022/NQ- HĐND ngày 07 tháng 9 năm 2022,keo_dai_hieu_luc
38/2024/NQ-HĐND,"Nghị quyết kéo dài thời gian thực hiện thí điểm một số chính sách hỗ trợ các hãng tàu biển mở tuyến vận chuyển container và các đối tượng có hàng hóa vận chuyển bằng container đi, đến cảng Chân Mây tỉnh Thừa Thiên Huế",dieu,Điều khoản thi hành Bãi bỏ Nghị quyết số 25/2023/NQ-HĐND ngày 07 tháng 12 năm 2023 của Hội đồng nhân dân tỉnh Thừa Thiên Huế về việc kéo dài thời gian thực hiện Nghị quyết số 18/2022/NQ-HĐND ngày 07 tháng 9 năm 2022 và Nghị quyết số 25/2022/NQ-HĐND ngày 08 tháng 12 năm 2022 của Hội đồng nhân dân tỉnh Thừa Thiên Huế.,,,Nghị quyết số 25/2023/NQ-HĐND ngày 07 tháng 12 năm 2023,bai_bo
62/2024/UBTVQH15,"Nghị quyết kéo dài thời gian thực hiện Nghị quyết 09/2021/UBTVQH15 về Chi phí quản lý bảo hiểm xã hội, bảo hiểm thất nghiệp giai đoạn 2022-2024 do Ủy ban Thường vụ Quốc hội ban hành",dieu,"Kéo dài thời gian thực hiện Nghị quyết số 09/2021/UBTVQH15 ngày 08 tháng 12 năm 2021 của Ủy ban Thường vụ Quốc hội về chi phí quản lý bảo hiểm xã hội, bảo hiểm thất nghiệp giai đoạn 2022 - 2024 đến hết ngày 30 tháng 6 năm 2025 với mức chi phí quản lý như sau:",,,Nghị quyết số 09/2021/UBTVQH15 ngày 08 tháng 12 năm 2021,keo_dai_hieu_luc
62/2024/UBTVQH15,"Nghị quyết kéo dài thời gian thực hiện Nghị quyết 09/2021/UBTVQH15 về Chi phí quản lý bảo hiểm xã hội, bảo hiểm thất nghiệp giai đoạn 2022-2024 do Ủy ban Thường vụ Quốc hội ban hành",khoan,Các nội dung khác tiếp tục thực hiện theo Nghị quyết số 09/2021/UBTVQH15 ngày 08 tháng 12 năm 2021 của Ủy ban Thường vụ Quốc hội và quy định khác của pháp luật có liên quan.,Tổ chức thực hiện,,Nghị quyết số 09/2021/UBTVQH15 ngày 08 tháng 12 năm 2021,dan_chieu
216/2025/QH15,Nghị quyết kéo dài thời hạn miễn thuế sử dụng đất nông nghiệp,dieu,"Kéo dài thời hạn miễn thuế sử dụng đất nông nghiệp được quy định tại Nghị quyết số 55/2010/QH12 ngày 24 tháng 11 năm 2010 của Quốc hội về miễn, giảm thuế sử dụng đất nông nghiệp đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 28/2016/QH14 ngày 11 tháng 11 năm 2016 của Quốc hội và Nghị quyết số 107/2020/QH14 ngày 10 tháng 6 năm 2020 của Quốc hội đến hết ngày 31 tháng 12 năm 2030.",,,Nghị quyết số 55/2010/QH12 ngày 24 tháng 11 năm 2010,keo_dai_hieu_luc
70/2020/TT-BTC,Thông tư kéo dài hiệu lực thi hành Thông tư 14/2020/TT-BTC giá trong chứng khoán,dieu,"Kéo dài hiệu lực thi hành Kéo dài hiệu lực thi hành tại khoản 1 Điều 2 Thông tư số 14/2020/TT-BTC ngày 18 tháng 3 năm 2020 sửa đổi, bổ sung một số điều của Thông tư số 127/2018/TT-BTC ngày 27 tháng 12 năm 2018 của Bộ trưởng Bộ Tài chính quy định giá dịch vụ trong lĩnh vực chứng khoán áp dụng tại Sở giao dịch chứng khoán và Trung tâm lưu ký chứng khoán Việt Nam nhằm hỗ trợ các tổ chức, cá nhân liên quan chịu ảnh hưởng do dịch Covid-19 đến hết ngày 30 tháng 6 năm 2021. Sau ngày 30 tháng 6 năm 2021, mức giá dịch vụ trong lĩnh vực chứng khoán áp dụng tại Sở giao dịch chứng khoán và Trung tâm lưu ký chứng khoán Việt Nam được thực hiện theo quy định tại Thông tư số 127/2018/TT-BTC ngày 27 tháng 12 năm 2018 của Bộ trưởng Bộ Tài chính nêu trên.",,,khoản 1 Điều 2 Thông tư số 14/2020/TT-BTC ngày 18 tháng 3 năm 2020,keo_dai_hieu_luc
70/2020/TT-BTC,Thông tư kéo dài hiệu lực thi hành Thông tư 14/2020/TT-BTC giá trong chứng khoán,dieu,"Kéo dài hiệu lực thi hành Kéo dài hiệu lực thi hành tại khoản 1 Điều 2 Thông tư số 14/2020/TT-BTC ngày 18 tháng 3 năm 2020 sửa đổi, bổ sung một số điều của Thông tư số 127/2018/TT-BTC ngày 27 tháng 12 năm 2018 của Bộ trưởng Bộ Tài chính quy định giá dịch vụ trong lĩnh vực chứng khoán áp dụng tại Sở giao dịch chứng khoán và Trung tâm lưu ký chứng khoán Việt Nam nhằm hỗ trợ các tổ chức, cá nhân liên quan chịu ảnh hưởng do dịch Covid-19 đến hết ngày 30 tháng 6 năm 2021. Sau ngày 30 tháng 6 năm 2021, mức giá dịch vụ trong lĩnh vực chứng khoán áp dụng tại Sở giao dịch chứng khoán và Trung tâm lưu ký chứng khoán Việt Nam được thực hiện theo quy định tại Thông tư số 127/2018/TT-BTC ngày 27 tháng 12 năm 2018 của Bộ trưởng Bộ Tài chính nêu trên.",,,Thông tư số 127/2018/TT-BTC ngày 27 tháng 12 năm 2018,dan_chieu
15/2021/QĐ-UBND,Quyết định kéo dài hiệu lực Quyết định 65/2017/QĐ-UBND tỉnh Ninh Thuận,khoan,"Quyết định số 65/2017/QĐ-UBND ngày 15 tháng 8 năm 2017 của Ủy ban nhân dân tỉnh ban hành Đề án chính sách hỗ trợ phát triển nông nghiệp, nông thôn giai đoạn 2017-2020 trên địa bàn tỉnh Ninh Thuận.","Kéo dài hiệu lực thi hành Quyết định của Ủy ban nhân dân tỉnh cho đến khi Ủy ban nhân dân tỉnh ban hành Quyết định mới, đối với các Quyết định sau:",,Quyết định số 65/2017/QĐ-UBND ngày 15 tháng 8 năm 2017,keo_dai_hieu_luc
15/2021/QĐ-UBND,Quyết định kéo dài hiệu lực Quyết định 65/2017/QĐ-UBND tỉnh Ninh Thuận,khoan,"Quyết định số 11/2019/QĐ-UBND ngày 11 tháng 02 năm 2019 của Ủy ban nhân dân tỉnh sửa đổi, bổ sung một số nội dung của Đề án chính sách hỗ trợ phát triển nông nghiệp, nông thôn giai đoạn 2017-2020 trên địa bàn tỉnh ban hành kèm theo Quyết định số 65/2017/QĐ-UBND ngày 15 tháng 8 năm 2017 của Ủy ban nhân dân tỉnh Ninh Thuận.","Kéo dài hiệu lực thi hành Quyết định của Ủy ban nhân dân tỉnh cho đến khi Ủy ban nhân dân tỉnh ban hành Quyết định mới, đối với các Quyết định sau:",,Quyết định số 11/2019/QĐ-UBND ngày 11 tháng 02 năm 2019,keo_dai_hieu_luc
15/2021/QĐ-UBND,Quyết định kéo dài hiệu lực Quyết định 65/2017/QĐ-UBND tỉnh Ninh Thuận,dieu,Bãi bỏ cụm từ tại Quyết định số 11/2019/QĐ-UBND ngày 11 tháng 02 năm 2019 của Ủy ban nhân dân tỉnh như sau: Bãi bỏ cụm từ “công phân thuốc” được quy định tại Khoản 1 Điều 1 Quyết định số 11/2019/QĐ-UBND ngày 11 tháng 02 năm 2019 của Ủy ban nhân dân tỉnh Ninh Thuận.,,,Khoản 1 Điều 1 Quyết định số 11/2019/QĐ-UBND ngày 11 tháng 02 năm 2019,sua_doi
01/VBHN-BGDĐT,Văn bản hợp nhất năm 2026 hợp nhất Nghị định quy định về bồi hoàn học bổng và chi phí đào tạo do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành,vanban,"NGHỊ ĐỊNH
QUY ĐỊNH VỀ BỒI HOÀN HỌC BỔNG VÀ CHI PHÍ ĐÀO TẠO
Nghị định số 143/2013/NĐ-CP ngày 24 tháng 10 năm 2013 của Chính phủ quy định về bồi hoàn học bổng và chi phí đào tạo, có hiệu lực kể từ ngày 10 tháng 12 năm 2013, được sửa đổi, bổ sung bởi:
Nghị định số 51/2026/NĐ-CP ngày 02 tháng 02 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 143/2013/NĐ-CP ngày 24 tháng 10 năm 2013 của Chính phủ quy định về bồi hoàn học bổng và chi phí đào tạo, có hiệu lực kể từ ngày 26 tháng 3 năm 2026.
Căn cứ Luật Tổ chức Chính phủ ngày 25 tháng 12 năm 2001;
Căn cứ Luật Giáo dục đại học ngày 18 tháng 6 năm 2012;
Theo đề nghị của Bộ trưởng Bộ Giáo dục và Đào tạo;
Chính phủ ban hành Nghị định quy định về bồi hoàn học bổng và chi phí đào tạo.[1]",,,Nghị định số 143/2013/NĐ-CP ngày 24 tháng 10 năm 2013,hop_nhat
01/VBHN-BGDĐT,Văn bản hợp nhất năm 2026 hợp nhất Nghị định quy định về bồi hoàn học bổng và chi phí đào tạo do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành,vanban,"NGHỊ ĐỊNH
QUY ĐỊNH VỀ BỒI HOÀN HỌC BỔNG VÀ CHI PHÍ ĐÀO TẠO
Nghị định số 143/2013/NĐ-CP ngày 24 tháng 10 năm 2013 của Chính phủ quy định về bồi hoàn học bổng và chi phí đào tạo, có hiệu lực kể từ ngày 10 tháng 12 năm 2013, được sửa đổi, bổ sung bởi:
Nghị định số 51/2026/NĐ-CP ngày 02 tháng 02 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 143/2013/NĐ-CP ngày 24 tháng 10 năm 2013 của Chính phủ quy định về bồi hoàn học bổng và chi phí đào tạo, có hiệu lực kể từ ngày 26 tháng 3 năm 2026.
Căn cứ Luật Tổ chức Chính phủ ngày 25 tháng 12 năm 2001;
Căn cứ Luật Giáo dục đại học ngày 18 tháng 6 năm 2012;
Theo đề nghị của Bộ trưởng Bộ Giáo dục và Đào tạo;
Chính phủ ban hành Nghị định quy định về bồi hoàn học bổng và chi phí đào tạo.[1]",,,Nghị định số 51/2026/NĐ-CP ngày 02 tháng 02 năm 2026,hop_nhat
32/VBHN-BQP,"Văn bản hợp nhất năm 2025 hợp nhất Thông tư quy định hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị do Bộ trưởng Bộ Quốc phòng ban hành",vanban,"
THÔNG TƯ
QUY ĐỊNH HÌNH THỨC, NỘI DUNG, THỜI GIAN SINH HOẠT CỦA QUÂN NHÂN DỰ BỊ
Thông tư số 84/2020/TT-BQP ngày 30 tháng 6 năm 2020 của Bộ trưởng Bộ Quốc phòng quy định, hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị, có hiệu lực thi hành kể từ ngày 15 tháng 8 năm 2020, được sửa đổi, bổ sung bởi:
Thông tư số 65/2025/TT-BQP ngày 03 tháng 7 năm 2025 của Bộ trưởng Bộ Quốc phòng sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Quốc phòng về tính tuổi quân; cấp, quản lý, sử dụng Giấy chứng minh, Thẻ; tuyển chọn, tuyển dụng quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng; phong, thăng, giáng cấp bậc, bổ nhiệm, giáng chức, cách chức và thực hiện xuất ngũ đối với hạ sĩ quan, binh sĩ; hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị, có hiệu lực thi hành kể từ ngày 03 tháng 7 năm 2025.
Căn cứ Luật Lực lượng dự bị động viên ngày 26 tháng 11 năm 2019;
Căn cứ Nghị định số 164/2017/NĐ-CP ngày 30 tháng 12 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Quốc phòng;
Theo đề nghị của Tổng Tham mưu trưởng;
Bộ trưởng Bộ Quốc phòng ban hành Thông tư quy định hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị[1].
",,,Thông tư số 84/2020/TT-BQP ngày 30 tháng 6 năm 2020,hop_nhat
32/VBHN-BQP,"Văn bản hợp nhất năm 2025 hợp nhất Thông tư quy định hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị do Bộ trưởng Bộ Quốc phòng ban hành",vanban,"
THÔNG TƯ
QUY ĐỊNH HÌNH THỨC, NỘI DUNG, THỜI GIAN SINH HOẠT CỦA QUÂN NHÂN DỰ BỊ
Thông tư số 84/2020/TT-BQP ngày 30 tháng 6 năm 2020 của Bộ trưởng Bộ Quốc phòng quy định, hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị, có hiệu lực thi hành kể từ ngày 15 tháng 8 năm 2020, được sửa đổi, bổ sung bởi:
Thông tư số 65/2025/TT-BQP ngày 03 tháng 7 năm 2025 của Bộ trưởng Bộ Quốc phòng sửa đổi, bổ sung một số điều của các Thông tư của Bộ trưởng Bộ Quốc phòng về tính tuổi quân; cấp, quản lý, sử dụng Giấy chứng minh, Thẻ; tuyển chọn, tuyển dụng quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng; phong, thăng, giáng cấp bậc, bổ nhiệm, giáng chức, cách chức và thực hiện xuất ngũ đối với hạ sĩ quan, binh sĩ; hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị, có hiệu lực thi hành kể từ ngày 03 tháng 7 năm 2025.
Căn cứ Luật Lực lượng dự bị động viên ngày 26 tháng 11 năm 2019;
Căn cứ Nghị định số 164/2017/NĐ-CP ngày 30 tháng 12 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Quốc phòng;
Theo đề nghị của Tổng Tham mưu trưởng;
Bộ trưởng Bộ Quốc phòng ban hành Thông tư quy định hình thức, nội dung, thời gian sinh hoạt của quân nhân dự bị[1].
",,,Thông tư số 65/2025/TT-BQP ngày 03 tháng 7 năm 2025,hop_nhat
28/VBHN-BNNMT,Văn bản hợp nhất năm 2026 hợp nhất Nghị định hướng dẫn Luật Đa dạng sinh học do Bộ trưởng Bộ Nông nghiệp và Môi trường ban hành,vanban,"
NGHỊ ĐỊNH
QUY ĐỊNH CHI TIẾT VÀ HƯỚNG DẪN THI HÀNH MỘT SỐ ĐIỀU CỦA LUẬT ĐA DẠNG SINH HỌC
Nghị định số 65/2010/NĐ-CP ngày 11 tháng 6 năm 2010 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Đa dạng sinh học, có hiệu lực kể từ ngày 30 tháng 7 năm 2010, được sửa đổi, bổ sung bởi:
1. Nghị định số 160/2013/NĐ-CP ngày 12 tháng 11 năm 2013 của Chính phủ về về tiêu chí xác định loài và chế độ quản lý loài thuộc Danh mục loài nguy cấp, quý, hiếm được ưu tiên bảo vệ, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2014 và hết hiệu lực thi hành từ ngày 26 tháng 01 năm 2026;
2. Nghị định số 59/2017/NĐ-CP ngày 12 tháng 5 năm 2017 của Chính phủ về quản lý tiếp cận nguồn gen và chia sẻ lợi ích từ việc sử dụng nguồn gen, có hiệu lực thi hành từ ngày 01 tháng 7 năm 2017;
3. Nghị định số 43/2026/NĐ-CP ngày 26 tháng 01 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của các nghị định trong lĩnh vực bảo tồn thiên nhiên và đa dạng sinh học, có hiệu lực kể từ ngày 26 tháng 01 năm 2026.
Căn cứ Luật Tổ chức Chính phủ ngày 25 tháng 12 năm 2001;
Căn cứ Luật Đa dạng sinh học ngày 13 tháng 11 năm 2008;
Xét đề nghị của Bộ trưởng Tài nguyên và Môi trường[1],
",,,Nghị định số 65/2010/NĐ-CP ngày 11 tháng 6 năm 2010,hop_nhat
