so_hieu,clause_type,content,parent_content,grandparent_content,reference,relation,diff_type
18/2018/QĐ-UBND,khoan,"1. Ngưng hiệu lực thi hành đối với Điều 82, Điều 83, Điều 84, Điều 85, Điều 86 và điểm b khoản 2 Điều 124 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải đến hết ngày 30 tháng 6 năm 2018.",Điều 1. Ngưng hiệu lực thi hành đối với một số quy định tại Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải,,Điều 83 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017,ngung_hieu_luc,FP_introduced_by_LLM
46/2010/NĐ-CP,diem,"b) Nếu không có nguyện vọng kéo dài thời gian công tác khi đủ tuổi nghỉ hưu thì cơ quan, tổ chức, đơn vị quản lý công chức thực hiện thủ tục nghỉ hưu theo quy định tại Điều 9, Điều 10 và các khoản 1, 2, 3 và 4 Điều 11 Nghị định này.","5. Đối với công chức trong đơn vị sự nghiệp công lập có trình độ đào tạo của ngành chuyên môn, đến thời điểm nghỉ hưu theo quy định tại Điều 9 Nghị định này được thực hiện như sau:",Điều 11. Quyết định nghỉ hưu,khoản 3 Điều 11 Nghị định này,dan_chieu,FP_introduced_by_LLM
109/2025/QH15,khoan,"2. Thu nhập tính thuế đối với thu nhập từ tiền lương, tiền công là tổng thu nhập chịu thuế quy định tại khoản 2 Điều 3 của Luật này mà người nộp thuế nhận được trong kỳ tính thuế, trừ (-) đi các khoản đóng góp bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp, bảo hiểm trách nhiệm nghề nghiệp đối với một số ngành, nghề phải tham gia bảo hiểm bắt buộc, khoản đóng góp tham gia bảo hiểm hưu trí bổ sung theo quy định của Luật Bảo hiểm xã hội, mua bảo hiểm hưu trí tự nguyện, bảo hiểm nhân thọ không vượt quá mức do Chính phủ quy định và các khoản giảm trừ quy định tại Điều 10 và Điều 11 của Luật này.","Điều 8. Thuế thu nhập cá nhân đối với thu nhập từ tiền lương, tiền công",,Luật Bảo hiểm xã hội,dan_chieu,FP_introduced_by_LLM
96/2019/QH14,dieu,"Điều 4. Hiệu lực thi hành
Nghị quyết số 37/2012/QH13 ngày 23 tháng 11 năm 2012 của Quốc hội về công tác phòng, chống vi phạm pháp luật và tội phạm, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án năm 2013, Nghị quyết số 63/2013/QH13 ngày 27 tháng 11 năm 2013 của Quốc hội về tăng cường các biện pháp đấu tranh phòng, chống tội phạm, Nghị quyết số 111/2015/QH13 ngày 27 tháng 11 năm 2015 của Quốc hội về công tác phòng, chống vi phạm pháp luật và tội phạm, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án năm 2016 và các năm tiếp theo hết hiệu lực thi hành kể từ ngày Nghị quyết này có hiệu lực.
Các chỉ tiêu, nhiệm vụ về công tác phòng, chống tội phạm và vi phạm pháp luật, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án quy định tại Nghị quyết số 52/2013/QH13 ngày 21 tháng 6 năm 2013 của Quốc hội về chất vấn và trả lời chất vấn tại Kỳ họp thứ 5, Quốc hội XIII, Nghị quyết số 69/2013/QH13 ngày 29 tháng 11 năm 2013 của Quốc hội về chất vấn và trả lời chất vấn tại Ký họp thứ 6, Quốc hội XIII, Nghị quyết số 75/2014/QH13 ngày 24 tháng 6 năm 2014 của Quốc hội về chất vấn và trả lời chất vấn tại Kỳ họp thứ 7, Quốc hội XIII, Nghị quyết số 77/2014/QH13 ngày 10 tháng 11 năm 2014 của Quốc hội về kế hoạch phát triển kinh tế - xã hội năm 2015, Nghị quyết số 96/2015/QH13 ngày 26 tháng 6 năm 2015 của Quốc hội về tăng cường các biện pháp phòng, chống oan, sai và bảo đảm bồi thường cho người bị thiệt hại trong hoạt động tố tụng hình sự, Nghị quyết số 55/2017/QH14 ngày 24 tháng 11 năm 2017 của Quốc hội về hoạt động chất vấn tại Kỳ họp thứ 4, Quốc hội XIV và Nghị quyết số 69/2018/QH14 ngày 08 tháng 11 năm 2018 của Quốc hội về Kế hoạch phát triển kinh tế - xã hội năm 2019 khác với các chỉ tiêu, nhiệm vụ về công tác phòng, chống tội phạm và vi phạm pháp luật, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án được quy định trong Nghị quyết này thì áp dụng theo Nghị quyết này./.
Nghị quyết này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, Kỳ họp thứ 8 thông qua ngày 27 tháng 11 năm 2019.",,,Nghị quyết số 111/2015/QH13 ngày 27 tháng 11 năm 2015,ngung_hieu_luc,FP_introduced_by_LLM
133/2025/QH15,diem,d) Bổ sung khoản 1a vào sau khoản 1 Điều 13 như sau:“1a. Áp dụng thuế suất 10% trong 25 năm đối với thu nhập của doanh nghiệp quy định tại điểm e1 khoản 2 Điều 12 của Luật này.”;,"7. Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15 và Luật số 116/2025/QH15 như sau:","Điều 25. Sửa đổi, bổ sung, bãi bỏ một số điều, khoản của các luật có liên quan",khoản 1 Điều 13 Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15,sua_doi_bo_sung,FP_introduced_by_LLM
42-CP,khoan,"3. Vốn thuộc các khoản vay nước ngoài của Chính phủ và các nguồn viện trợ quốc tế dành cho đầu tư phát triển (kể cả vốn hỗ trợ phát triển chính thức ODA) được quản lý thống nhất theo mục b khoản 2, Điều 21 của Luật Ngân sách Nhà nước và các văn bản hướng dẫn thi hành Luật Ngân sách Nhà nước.",Điều 9.- Nguyên tắc quản lý sử dụng các nguồn vốn đầu tư phát triển.,,khoản 2 Điều 21 Luật Ngân sách Nhà nước,dan_chieu,FP_introduced_by_LLM
2347/QĐ-BKHCN,dieu,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày Nghị định số 22/2026/NĐ-CP ngày 16 tháng 01 năm 2026 của Chính phủ quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Tiêu chuẩn và quy chuẩn kỹ thuật; Thông tư số 13/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng và áp dụng tiêu chuẩn; Thông tư số 15/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng, thẩm định và ban hành quy chuẩn kỹ thuật có hiệu lực thi hành.
Bãi bỏ 06 thủ tục hành chính nội bộ lĩnh vực tiêu chuẩn đo lường chất lượng được công bố tại Quyết định số 1919/QĐ-BKHCN ngày 28 tháng 8 năm 2023 của Bộ trưởng Bộ Khoa học và Công nghệ về việc công bố thủ tục hành chính nội bộ trong hệ thống hành chính nhà nước thuộc phạm vi chức năng quản lý của bộ khoa học và công nghệ.",,,Thông tư số 13/2026/TT-BKHCN ngày 09 tháng 4 năm 2026,ngung_hieu_luc,FP_introduced_by_LLM
2347/QĐ-BKHCN,dieu,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày Nghị định số 22/2026/NĐ-CP ngày 16 tháng 01 năm 2026 của Chính phủ quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Tiêu chuẩn và quy chuẩn kỹ thuật; Thông tư số 13/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng và áp dụng tiêu chuẩn; Thông tư số 15/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng, thẩm định và ban hành quy chuẩn kỹ thuật có hiệu lực thi hành.
Bãi bỏ 06 thủ tục hành chính nội bộ lĩnh vực tiêu chuẩn đo lường chất lượng được công bố tại Quyết định số 1919/QĐ-BKHCN ngày 28 tháng 8 năm 2023 của Bộ trưởng Bộ Khoa học và Công nghệ về việc công bố thủ tục hành chính nội bộ trong hệ thống hành chính nhà nước thuộc phạm vi chức năng quản lý của bộ khoa học và công nghệ.",,,Thông tư số 15/2026/TT-BKHCN ngày 09 tháng 4 năm 2026,ngung_hieu_luc,FP_introduced_by_LLM
269/QĐ-BTC,khoan,"1. Tại Điều 28 Thông tư số 147/2014/TT-BTC:
Đã in số thứ tự Điều 28.
Nay sửa lại là Điều 27.","Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,Điều 28 Thông tư số 147/2014/TT-BTC,dinh_chinh,FP_introduced_by_LLM
133/2025/QH15,diem,d) Bổ sung khoản 1a vào sau khoản 1 Điều 13 như sau:“1a. Áp dụng thuế suất 10% trong 25 năm đối với thu nhập của doanh nghiệp quy định tại điểm e1 khoản 2 Điều 12 của Luật này.”;,"7. Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15 và Luật số 116/2025/QH15 như sau:","Điều 25. Sửa đổi, bổ sung, bãi bỏ một số điều, khoản của các luật có liên quan",Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15,sua_doi_bo_sung,FP_introduced_by_LLM
01/2025/NQ-HĐTP,dieu,"Điều 5. Phạm vi điều chỉnh
Nghị quyết này hướng dẫn áp dụng một số quy định về tiếp nhận nhiệm vụ, thực hiện thẩm quyền của các Tòa án nhân dân kể từ ngày 01/7/2025 theo quy định của Luật Tổ chức Tòa án nhân dân, Bộ luật Tố tụng hình sự, Bộ luật Tố tụng dân sự, Luật Tố tụng hành chính, Luật Tư pháp người chưa thành niên, Luật Phá sản, Luật Hòa giải, đối thoại tại Tòa án và các luật, nghị quyết của Quốc hội, pháp lệnh, nghị quyết của Ủy ban Thường vụ Quốc hội có liên quan.",,,Luật Tổ chức Tòa án nhân dân,dan_chieu,FP_introduced_by_LLM
3918/QĐ-UBND,dieu,"Điều 3. Chức năng, nhiệm vụ, quyền hạn của Sở Kế hoạch và Đầu tư: Tiếp tục thực hiện theo Thông tư liên tịch số 05/2009/TTLT-BKHĐT-BNV ngày 05 tháng 8 năm 2009 của Bộ Kế hoạch và Đầu tư, Bộ Nội vụ và Quyết định số 1714/QĐ-UBND ngày 08/6/2010 của UBND tỉnh về việc quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Kế hoạch và Đầu tư tỉnh Quảng Ninh. Sau khi Bộ Kế hoạch - Đầu tư và Bộ Nội vụ ban hành Thông tư liên tịch hướng dẫn thực hiện Nghị định số 24/2014/NĐ-CP ngày 04/4/2014 của Chính phủ, giao Sở Nội vụ phối hợp với Sở Kế hoạch và Đầu tư tiếp tục nghiên cứu, trình UBND tỉnh phê duyệt theo quy định.",,,Thông tư liên tịch số 05/2009/TTLT-BKHĐT-BNV ngày 05 tháng 8 năm 2009,dan_chieu,FP_introduced_by_LLM
46/2010/NĐ-CP,diem,"b) Nếu không có nguyện vọng kéo dài thời gian công tác khi đủ tuổi nghỉ hưu thì cơ quan, tổ chức, đơn vị quản lý công chức thực hiện thủ tục nghỉ hưu theo quy định tại Điều 9, Điều 10 và các khoản 1, 2, 3 và 4 Điều 11 Nghị định này.","5. Đối với công chức trong đơn vị sự nghiệp công lập có trình độ đào tạo của ngành chuyên môn, đến thời điểm nghỉ hưu theo quy định tại Điều 9 Nghị định này được thực hiện như sau:",Điều 11. Quyết định nghỉ hưu,khoản 4 Điều 11 Nghị định này,dan_chieu,FP_introduced_by_LLM
592/QĐ-UBND,diem,"a) Đính chính căn cứ ban hành tại các Quyết định của Ủy ban nhân dân tỉnh: Số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025 Quy định một số chỉ tiêu cụ thể, yếu tố ảnh hưởng đến giá đất khi áp dụng phương pháp định giá đất trên địa bàn tỉnh Quảng Ngãi theo Nghị định số 71/2024/NĐ-CP ngày 27 tháng 6 năm 2024 của Chính phủ quy định về giá đất; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 Bãi bỏ Quyết định số 36/2017/QĐ-UBND ngày 29 tháng 5 năm 2017 của UBND tỉnh quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký kinh doanh trên địa bàn tỉnh Quảng Ngãi, cụ thể:
- Tại căn cứ ban hành: “Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015; Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Chính phủ và Luật Tổ chức chính quyền địa phương ngày 22 tháng 11 năm 2019”.
- Nay đính chính là: “Căn cứ Luật Tổ chức Chính quyền địa phương ngày 19 tháng 02 năm 2025”.",Điều 1.,,Quyết định số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025,dinh_chinh,FP_introduced_by_LLM
70/2006/QH11,diem,"g) Tổ chức, cá nhân trực tiếp hoặc gián tiếp có được thông tin nội bộ từ những đối tượng quy định tại các điểm a, b, c, d, đ và e khoản này.",33. Người biết thông tin nội bộ là:,"Điều 6. Giải thích từ ngữ
Trong Luật này, các từ ngữ dưới đây được hiểu như sau:",điểm b khoản 33 Điều 6 Luật này,dan_chieu,FP_introduced_by_LLM
46/2010/NĐ-CP,diem,"b) Nếu không có nguyện vọng kéo dài thời gian công tác khi đủ tuổi nghỉ hưu thì cơ quan, tổ chức, đơn vị quản lý công chức thực hiện thủ tục nghỉ hưu theo quy định tại Điều 9, Điều 10 và các khoản 1, 2, 3 và 4 Điều 11 Nghị định này.","5. Đối với công chức trong đơn vị sự nghiệp công lập có trình độ đào tạo của ngành chuyên môn, đến thời điểm nghỉ hưu theo quy định tại Điều 9 Nghị định này được thực hiện như sau:",Điều 11. Quyết định nghỉ hưu,khoản 2 Điều 11 Nghị định này,dan_chieu,FP_introduced_by_LLM
54/2019/QH14,khoan,"3. Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán ra công chúng bị hủy bỏ, tổ chức phát hành phải công bố việc hủy bỏ chào bán chứng khoán ra công chúng theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày đợt chào bán bị hủy bỏ. Hết thời hạn này, tổ chức phát hành phải bồi thường thiệt hại cho nhà đầu tư theo các điều khoản đã cam kết với nhà đầu tư.",Điều 28. Hủy bỏ chào bán chứng khoán ra công chúng,,khoản 3 Điều 25 Luật Các doanh nghiệp chứng khoán,dan_chieu,FP_introduced_by_LLM
2347/QĐ-BKHCN,dieu,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày Nghị định số 22/2026/NĐ-CP ngày 16 tháng 01 năm 2026 của Chính phủ quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Tiêu chuẩn và quy chuẩn kỹ thuật; Thông tư số 13/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng và áp dụng tiêu chuẩn; Thông tư số 15/2026/TT-BKHCN ngày 09 tháng 4 năm 2026 của Bộ trưởng Bộ Khoa học và Công nghệ quy định chi tiết xây dựng, thẩm định và ban hành quy chuẩn kỹ thuật có hiệu lực thi hành.
Bãi bỏ 06 thủ tục hành chính nội bộ lĩnh vực tiêu chuẩn đo lường chất lượng được công bố tại Quyết định số 1919/QĐ-BKHCN ngày 28 tháng 8 năm 2023 của Bộ trưởng Bộ Khoa học và Công nghệ về việc công bố thủ tục hành chính nội bộ trong hệ thống hành chính nhà nước thuộc phạm vi chức năng quản lý của bộ khoa học và công nghệ.",,,Nghị định số 22/2026/NĐ-CP ngày 16 tháng 01 năm 2026,ngung_hieu_luc,FP_introduced_by_LLM
1135/QĐ-BTС,dieu,"Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký.
Bãi bỏ nội dung công bố thủ tục hành chính số thứ tự 35, 36, 86 tại Quyết định 4472/QĐ-BTC ngày 30/12/2025 công bố chuẩn hóa thủ tục hành chính trong lĩnh vực quản lý Thuế thuộc phạm vi chức năng quản lý của Bộ Tài chính; số thứ tự 13 tại Quyết định số 216/QĐ-BTC ngày 03/02/2026 của Bộ trưởng Bộ Tài chính về việc công bố thủ tục hành chính được sửa đổi, bổ sung, bãi bỏ trong lĩnh vực quản lý thuế thuộc phạm vi chức năng quản lý của Bộ Tài chính.",,,Quyết định số 216/QĐ-BTC ngày 03/02/2026,bai_bo,FP_introduced_by_LLM
18/2018/QĐ-UBND,khoan,"1. Ngưng hiệu lực thi hành đối với Điều 82, Điều 83, Điều 84, Điều 85, Điều 86 và điểm b khoản 2 Điều 124 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải đến hết ngày 30 tháng 6 năm 2018.",Điều 1. Ngưng hiệu lực thi hành đối với một số quy định tại Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải,,Điều 85 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017,ngung_hieu_luc,FP_introduced_by_LLM
16/2022/TT-BKHĐT,diem,"a) Ngưng hiệu lực thi hành từ ngày 01 tháng 8 năm 2022 đến ngày 15 tháng 9 năm 2022, trừ quy định về lộ trình áp dụng đấu thầu qua mạng đối với gói thầu mua sắm hàng hóa chia thành nhiều phần quy định tại khoản 1 Điều 37.","1. Đối với Thông tư số 08/2022/TT-BKHĐT ngày 31 tháng 5 năm 2022 của Bộ trưởng Bộ Kế hoạch và Đầu tư quy định chi tiết việc cung cấp, đăng tải thông tin về đấu thầu và lựa chọn nhà thầu trên Hệ thống mạng đấu thầu quốc gia:",Điều 1. Ngưng hiệu lực thi hành,khoản 1 Điều 37 Thông tư số 08/2022/TT-BKHĐT ngày 31 tháng 5 năm 2022,dan_chieu,FP_introduced_by_LLM
96/2019/QH14,dieu,"Điều 4. Hiệu lực thi hành
Nghị quyết số 37/2012/QH13 ngày 23 tháng 11 năm 2012 của Quốc hội về công tác phòng, chống vi phạm pháp luật và tội phạm, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án năm 2013, Nghị quyết số 63/2013/QH13 ngày 27 tháng 11 năm 2013 của Quốc hội về tăng cường các biện pháp đấu tranh phòng, chống tội phạm, Nghị quyết số 111/2015/QH13 ngày 27 tháng 11 năm 2015 của Quốc hội về công tác phòng, chống vi phạm pháp luật và tội phạm, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án năm 2016 và các năm tiếp theo hết hiệu lực thi hành kể từ ngày Nghị quyết này có hiệu lực.
Các chỉ tiêu, nhiệm vụ về công tác phòng, chống tội phạm và vi phạm pháp luật, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án quy định tại Nghị quyết số 52/2013/QH13 ngày 21 tháng 6 năm 2013 của Quốc hội về chất vấn và trả lời chất vấn tại Kỳ họp thứ 5, Quốc hội XIII, Nghị quyết số 69/2013/QH13 ngày 29 tháng 11 năm 2013 của Quốc hội về chất vấn và trả lời chất vấn tại Ký họp thứ 6, Quốc hội XIII, Nghị quyết số 75/2014/QH13 ngày 24 tháng 6 năm 2014 của Quốc hội về chất vấn và trả lời chất vấn tại Kỳ họp thứ 7, Quốc hội XIII, Nghị quyết số 77/2014/QH13 ngày 10 tháng 11 năm 2014 của Quốc hội về kế hoạch phát triển kinh tế - xã hội năm 2015, Nghị quyết số 96/2015/QH13 ngày 26 tháng 6 năm 2015 của Quốc hội về tăng cường các biện pháp phòng, chống oan, sai và bảo đảm bồi thường cho người bị thiệt hại trong hoạt động tố tụng hình sự, Nghị quyết số 55/2017/QH14 ngày 24 tháng 11 năm 2017 của Quốc hội về hoạt động chất vấn tại Kỳ họp thứ 4, Quốc hội XIV và Nghị quyết số 69/2018/QH14 ngày 08 tháng 11 năm 2018 của Quốc hội về Kế hoạch phát triển kinh tế - xã hội năm 2019 khác với các chỉ tiêu, nhiệm vụ về công tác phòng, chống tội phạm và vi phạm pháp luật, công tác của Viện kiểm sát nhân dân, của Tòa án nhân dân và công tác thi hành án được quy định trong Nghị quyết này thì áp dụng theo Nghị quyết này./.
Nghị quyết này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, Kỳ họp thứ 8 thông qua ngày 27 tháng 11 năm 2019.",,,Nghị quyết số 63/2013/QH13 ngày 27 tháng 11 năm 2013,ngung_hieu_luc,FP_introduced_by_LLM
70/2006/QH11,diem,"g) Tổ chức, cá nhân trực tiếp hoặc gián tiếp có được thông tin nội bộ từ những đối tượng quy định tại các điểm a, b, c, d, đ và e khoản này.",33. Người biết thông tin nội bộ là:,"Điều 6. Giải thích từ ngữ
Trong Luật này, các từ ngữ dưới đây được hiểu như sau:",điểm a khoản 33 Điều 6 Luật này,dan_chieu,FP_introduced_by_LLM
70/2006/QH11,diem,"g) Tổ chức, cá nhân trực tiếp hoặc gián tiếp có được thông tin nội bộ từ những đối tượng quy định tại các điểm a, b, c, d, đ và e khoản này.",33. Người biết thông tin nội bộ là:,"Điều 6. Giải thích từ ngữ
Trong Luật này, các từ ngữ dưới đây được hiểu như sau:",điểm d khoản 33 Điều 6 Luật này,dan_chieu,FP_introduced_by_LLM
18/2018/QĐ-UBND,khoan,"1. Ngưng hiệu lực thi hành đối với Điều 82, Điều 83, Điều 84, Điều 85, Điều 86 và điểm b khoản 2 Điều 124 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải đến hết ngày 30 tháng 6 năm 2018.",Điều 1. Ngưng hiệu lực thi hành đối với một số quy định tại Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải,,Điều 86 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017,ngung_hieu_luc,FP_introduced_by_LLM
18/2018/QĐ-UBND,khoan,"1. Ngưng hiệu lực thi hành đối với Điều 82, Điều 83, Điều 84, Điều 85, Điều 86 và điểm b khoản 2 Điều 124 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải đến hết ngày 30 tháng 6 năm 2018.",Điều 1. Ngưng hiệu lực thi hành đối với một số quy định tại Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải,,điểm b khoản 2 Điều 124 Nghị định số 58/2017/NĐ-CP ngày 10 tháng 5 năm 2017,ngung_hieu_luc,FP_introduced_by_LLM
133/2025/QH15,diem,d) Bổ sung khoản 1a vào sau khoản 1 Điều 13 như sau:“1a. Áp dụng thuế suất 10% trong 25 năm đối với thu nhập của doanh nghiệp quy định tại điểm e1 khoản 2 Điều 12 của Luật này.”;,"7. Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15 và Luật số 116/2025/QH15 như sau:","Điều 25. Sửa đổi, bổ sung, bãi bỏ một số điều, khoản của các luật có liên quan",Luật số 116/2025/QH15,sua_doi_bo_sung,FP_introduced_by_LLM
42-CP,khoan,"3. Vốn thuộc các khoản vay nước ngoài của Chính phủ và các nguồn viện trợ quốc tế dành cho đầu tư phát triển (kể cả vốn hỗ trợ phát triển chính thức ODA) được quản lý thống nhất theo mục b khoản 2, Điều 21 của Luật Ngân sách Nhà nước và các văn bản hướng dẫn thi hành Luật Ngân sách Nhà nước.",Điều 9.- Nguyên tắc quản lý sử dụng các nguồn vốn đầu tư phát triển.,,Luật Ngân sách Nhà nước,huong_dan,FP_introduced_by_LLM
08/2023/NĐ-CP,khoan,1. Quy định về việc xác định tư cách nhà đầu tư chứng khoán chuyên nghiệp là cá nhân tại điểm d khoản 1 Điều 8 Nghị định số 153/2020/NĐ-CP được sửa đổi tại khoản 6 Điều 1 Nghị định số 65/2022/NĐ-CP.,Điều 3. Ngưng hiệu lực thi hành đối với các quy định sau đây tại Nghị định số 65/2022/NĐ-CP đến hết ngày 31 tháng 12 năm 2023,,Nghị định số 65/2022/NĐ-CP,ngung_hieu_luc,FP_introduced_by_LLM
29/2025/TT-BYT,khoan,"1. Quy định về dữ liệu lâm sàng để bảo đảm an toàn, hiệu quả trong hồ sơ đăng ký thuốc cổ truyền và tiêu chí để xác định trường hợp miễn thử, miễn một số giai đoạn thử thuốc cổ truyền trên lâm sàng tại Việt Nam và thuốc cổ truyền phải yêu cầu thử lâm sàng giai đoạn 4 tại khoản 2, khoản 3 Điều 72 và khoản 4 Điều 89 Luật Dược.","Điều 1. Phạm vi điều chỉnh
Thông tư này quy định chi tiết và hướng dẫn thi hành một số điều của Luật Dược ngày 06 tháng 4 năm 2016 và Luật sửa đổi, bổ sung một số điều của Luật Dược ngày 21 tháng 11 năm 2024 (sau đây gọi là Luật Dược), bao gồm:",,khoản 3 Điều 72 Luật Dược,quy_dinh_chi_tiet,FP_introduced_by_LLM
