so_hieu,title,clause_type,content,parent_content,grandparent_content,reference,relation,error_type
105/2006/NĐ-CP,Nghị định bảo vệ quyền sở hữu trí tuệ quản lý nhà nước hướng dẫn Luật Sở hữu trí tuệ,khoan,"4. Trong trường hợp người yêu cầu xử lý xâm phạm là người được chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, chuyển quyền sử dụng đối tượng quyền sở hữu trí tuệ, được thừa kế hoặc kế thừa đối tượng quyền sở hữu trí tuệ thì ngoài tài liệu quy định tại các khoản 1, 2 và 3 Điều này, còn phải xuất trình bản gốc hoặc bản sao hợp pháp hợp đồng chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, hợp đồng sử dụng đối tượng quyền sở hữu trí tuệ hoặc văn bản xác nhận quyền thừa kế, quyền kế thừa đối tượng quyền sở hữu trí tuệ. Trong trường hợp việc chuyển giao đã được ghi nhận trong Văn bằng bảo hộ hoặc Giấy chứng nhận đăng ký hợp đồng chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, Giấy chứng nhận đăng ký hợp đồng sử dụng đối tượng quyền sở hữu trí tuệ thì các tài liệu trên cũng được coi là chứng cứ chứng minh tư cách chủ thể quyền.","Điều 24. Chứng cứ chứng minh chủ thể quyền
Các tài liệu quy định tại khoản 2 Điều 203 của Luật Sở hữu trí tuệ và quy định chi tiết tại khoản này được coi là chứng cứ chứng minh tư cách chủ thể quyền:",,khoản 2 Điều 203 Luật Sở hữu trí tuệ và quy định chi tiết tại khoản này,dan_chieu,FP
105/2006/NĐ-CP,Nghị định bảo vệ quyền sở hữu trí tuệ quản lý nhà nước hướng dẫn Luật Sở hữu trí tuệ,khoan,"4. Trong trường hợp người yêu cầu xử lý xâm phạm là người được chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, chuyển quyền sử dụng đối tượng quyền sở hữu trí tuệ, được thừa kế hoặc kế thừa đối tượng quyền sở hữu trí tuệ thì ngoài tài liệu quy định tại các khoản 1, 2 và 3 Điều này, còn phải xuất trình bản gốc hoặc bản sao hợp pháp hợp đồng chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, hợp đồng sử dụng đối tượng quyền sở hữu trí tuệ hoặc văn bản xác nhận quyền thừa kế, quyền kế thừa đối tượng quyền sở hữu trí tuệ. Trong trường hợp việc chuyển giao đã được ghi nhận trong Văn bằng bảo hộ hoặc Giấy chứng nhận đăng ký hợp đồng chuyển nhượng quyền sở hữu đối tượng quyền sở hữu trí tuệ, Giấy chứng nhận đăng ký hợp đồng sử dụng đối tượng quyền sở hữu trí tuệ thì các tài liệu trên cũng được coi là chứng cứ chứng minh tư cách chủ thể quyền.","Điều 24. Chứng cứ chứng minh chủ thể quyền
Các tài liệu quy định tại khoản 2 Điều 203 của Luật Sở hữu trí tuệ và quy định chi tiết tại khoản này được coi là chứng cứ chứng minh tư cách chủ thể quyền:",,khoản 3 Điều 203 Luật Sở hữu trí tuệ và quy định chi tiết tại khoản này,dan_chieu,FP
02/2011/NQ-HĐND,"Nghị quyết quy định phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre do Hội đồng nhân dân tỉnh Bến Tre khóa VIII, kỳ họp thứ 2 ban hành",diem,"b) Điều 1 Nghị quyết số 23/2009/NQ-HĐND ngày 08 tháng 12 năm 2009 của Hội đồng nhân dân tỉnh Bến Tre khoá VII về việc sửa đổi, bổ sung Nghị quyết số 08/2008/NQ-HĐND .",3. Quy định về mức thu phí vệ sinh tại khoản 3 Điều 1 Nghị quyết này thay thế:,"Điều 3. Bãi bỏ và thay thế các văn bản quy định phí, lệ phí",Điều 1 Nghị quyết số 23/2009/NQ-HĐND ngày 08 tháng 12 năm 2009,dan_chieu,FP
02/2011/NQ-HĐND,"Nghị quyết quy định phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre do Hội đồng nhân dân tỉnh Bến Tre khóa VIII, kỳ họp thứ 2 ban hành",diem,"b) Điều 1 Nghị quyết số 23/2009/NQ-HĐND ngày 08 tháng 12 năm 2009 của Hội đồng nhân dân tỉnh Bến Tre khoá VII về việc sửa đổi, bổ sung Nghị quyết số 08/2008/NQ-HĐND .",3. Quy định về mức thu phí vệ sinh tại khoản 3 Điều 1 Nghị quyết này thay thế:,"Điều 3. Bãi bỏ và thay thế các văn bản quy định phí, lệ phí",Điều 1 Nghị quyết số 23/2009/NQ-HĐND ngày 08 tháng 12 năm 2009,thay_the,FN
1410/BNG-LPQT,Điều ước quốc tế thông báo 1410/BNG-LPQT năm 2025 hiệu lực của Hiệp định về chuyển giao người bị kết án phạt tù giữa nước Việt Nam và Ca-dắc-xtan,khoan,2. Mỗi Bên phải thông báo bằng văn bản cho người bị kết án trong phạm vi lãnh thổ của mình về các quyết định do Bên chuyển giao hoặc Bên nhận đưa ra đối với yêu cầu chuyển giao theo quy định tại Điều 6 của Hiệp định này.,"Điều 8
Thông báo cho người bị kết án",,Điều 6 Hiệp định 1410/BNG-LPQT,dan_chieu,FN
02/2011/NQ-HĐND,"Nghị quyết quy định phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre do Hội đồng nhân dân tỉnh Bến Tre khóa VIII, kỳ họp thứ 2 ban hành",diem,"a) Điểm a, Khoản 1, Điều 3 Nghị quyết số 08/2008/NQ-HĐND ngày 23 tháng 7 năm 2008 của Hội đồng nhân dân tỉnh Bến Tre khoá VII về việc quy định một số loại phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre.",3. Quy định về mức thu phí vệ sinh tại khoản 3 Điều 1 Nghị quyết này thay thế:,"Điều 3. Bãi bỏ và thay thế các văn bản quy định phí, lệ phí",điểm a khoản 1 Điều 3 Nghị quyết số 08/2008/NQ-HĐND ngày 23 tháng 7 năm 2008,dan_chieu,FP
02/2011/NQ-HĐND,"Nghị quyết quy định phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre do Hội đồng nhân dân tỉnh Bến Tre khóa VIII, kỳ họp thứ 2 ban hành",diem,"a) Điểm a, Khoản 1, Điều 3 Nghị quyết số 08/2008/NQ-HĐND ngày 23 tháng 7 năm 2008 của Hội đồng nhân dân tỉnh Bến Tre khoá VII về việc quy định một số loại phí, lệ phí áp dụng trên địa bàn tỉnh Bến Tre.",3. Quy định về mức thu phí vệ sinh tại khoản 3 Điều 1 Nghị quyết này thay thế:,"Điều 3. Bãi bỏ và thay thế các văn bản quy định phí, lệ phí",điểm a khoản 1 Điều 3 Nghị quyết số 08/2008/NQ-HĐND ngày 23 tháng 7 năm 2008,thay_the,FN
102/2007/NQ-HĐND,"Nghị quyết về phương hướng, nhiệm vụ năm 2008 do tỉnh Đồng Tháp ban hành",khoan,"2. Về phương hướng, nhiệm vụ năm 2008.
a- Mục tiêu tổng quát: Kiên trì mục tiêu tăng trưởng kinh tế cao. Huy động các nguồn lực đầu tư xây dựng kết cấu hạ tầng kinh tế - xã hội, đào tạo nguồn nhân lực; cải thiện mạnh mẽ môi trường đầu tư; giải quyết tốt các vấn đề văn hoá, xã hội và bảo vệ môi trường; tiếp tục đẩy mạnh cải cách hành chính, triệt để thực hành tiết kiệm, phòng chống tham nhũng, lãng phí; giữ vững ổn định tình hình an ninh chính trị và trật tự an toàn xã hội.
b- Phấn đấu hoàn thành các chỉ tiêu chủ yếu như sau:
Tốc độ tăng trưởng kinh tế đạt 15%; trong đó, khu vực nông - lâm - thủy sản tăng 6,7%; khu vực công nghiệp - xây dựng tăng 30,%; khu vực dịch vụ - thương mại tăng 19,6%. GDP bình quân đầu người 598 USD.
Cơ cấu ngành kinh tế trong GDP (giá so sánh năm 1994): khu vực nông - lâm - thủy sản chiếm 47,8%; khu vực công nghiệp - xây dựng chiếm 21,7%; khu vực thương mại - dịch vụ chiếm 30,5%.
Sản lượng lúa trên 2,4 triệu tấn. Sản lượng thủy sản nuôi trồng 262.000 tấn. Kim ngạch xuất khẩu 360 triệu USD (trong đó, giá trị xuất khẩu thuỷ sản đạt 211 triệu USD).
Tổng thu ngân sách nhà nước trên địa bàn 1.715 tỷ đồng; tổng chi ngân sách địa phương 2.893 tỷ đồng.
Tỷ lệ tăng dân số tự nhiên giảm còn 1,02%. Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng giảm còn 22%. Tỷ lệ 70% trạm y tế đạt chuẩn quốc gia. Bình quân 1 vạn dân có 4,85 bác sĩ.
Tỷ lệ lao động qua đào tạo đạt 32,3% (trong đó đào tạo nghề đạt 22,9%). Tạo việc làm mới và việc làm thêm 40.000 lao động. Giảm tỷ lệ hộ nghèo còn 7%.
Mật độ điện thoại 29,9 máy/100 dân.
Tỷ lệ đô thị hóa đạt 23,5%.
Tỷ lệ hộ dân nông thôn sử dụng nước sạch đạt 79,5%.
c- Một số nhiệm vụ và giải pháp chủ yếu cần tập trung.
Tạo sự chuyển biến mạnh mẽ về năng suất, chất lượng và nâng cao khả năng cạnh tranh nông sản hàng hoá. Phát triển, củng cố hệ thống thuỷ lợi phục vụ đa mục tiêu; tăng cường ứng dụng các tiến bộ khoa học kỹ thuật vào sản xuất; nâng cao khả năng phòng chống dịch bệnh cây trồng, vật nuôi; phát triển nuôi trồng thuỷ sản, chăn nuôi gia súc, gia cầm theo hướng bền vững, đúng quy hoạch. Kết hợp nhiều nguồn vốn tăng đầu tư xây dựng kết cấu hạ tầng nông nghiệp, nông thôn, nâng cao đời sống nông dân.
Tiếp tục tạo môi trường thuận lợi thúc đẩy tăng nhanh năng lực sản xuất, mở mang ngành nghề mới. Nâng cao tiến độ giải phóng mặt bằng, xây dựng hạ tầng các khu và một số cụm công nghiệp có điều kiện thuận lợi để thu hút đầu tư. Khuyến khích đầu tư đổi mới máy móc thiết bị, áp dụng công nghệ hiện đại vào quản lý, kinh doanh phù hợp với tiêu chuẩn về môi trường; đẩy mạnh áp dụng các biện pháp cải tiến kỹ thuật, công nghệ và quản lý để giảm chi phí sản xuất, hạ giá thành sản phẩm, tăng sức cạnh tranh của sản phẩm trên thị trường.
Đẩy mạnh phát triển thương mại, xuất nhập khẩu và dịch vụ. Khuyến khích các thành phần kinh tế tham gia đầu tư phát triển kết cấu hạ tầng thương mại, dịch vụ, du lịch. Tạo điều kiện thuận lợi phát triển các loại hình dịch vụ có giá trị cao như: ngân hàng, tài chính, bảo hiểm, viễn thông, vận tải, dịch vụ tư vấn, chăm sóc sức khoẻ, dạy nghề, khoa học công nghệ, giáo dục, kinh doanh bất động sản...
Quản lý chặt chẽ các nguồn thu, chi ngân sách đúng theo quy định của Luật Ngân sách. Tăng cường các biện pháp huy động vốn tín dụng trên địa bàn, đáp ứng nhu cầu vay vốn của doanh nghiệp thuộc tất cả các thành phần kinh tế. Áp dụng nhất quán các chính sách khuyến khích và bảo vệ doanh nghiệp hoạt động có hiệu quả, đúng pháp luật. Cân nhắc kỹ lưỡng hiệu quả dự án đầu tư như: năng lực tài chính, năng lực quản lý doanh nghiệp, thiết bị công nghệ, diện tích chiếm đất... trước khi quyết định tiếp nhận.
Chuyển dịch mạnh cơ cấu kinh tế; đổi mới cơ cấu đầu tư, tập trung cho những lĩnh vực và công trình trọng yếu, nhất là hạ tầng giao thông các tuyến huyết mạch, đáp ứng yêu cầu phát triển kinh tế - xã hội của Tỉnh.
Duy trì vững chắc kết quả xóa mù chữ, phổ cập giáo dục tiểu học và trung học cơ sở. Tăng cường công tác hướng nghiệp, đào tạo nghề cho người lao động. Tiếp tục triển khai tốt cuộc vận động “nói không với tiêu cực trong thi cử và bệnh thành tích trong giáo dục”, “nói không với vi phạm đạo đức nhà giáo và cho học sinh đạt chuẩn lên lớp”, “nói không với đào tạo không đạt chuẩn và không đáp ứng nhu cầu xã hội”. Quan tâm đầu tư, phát triển mạng lưới trường lớp, phòng chức năng, thiết bị giảng dạy, thực hành, xây dựng trường đạt chuẩn quốc gia theo kế hoạch.
Tăng cường công tác chăm sóc sức khỏe nhân dân; kiểm tra, giám sát chặt chẽ vệ sinh an toàn thực phẩm. Thực hiện tốt chủ trương quy mô gia đình ít con (có 01 hoặc 02 con), no ấm, bình đẳng, hạnh phúc và tiến bộ. Chủ động phòng chống dịch bệnh, thiên tai, thảm hoạ, hạn chế tốc độ lây nhiễm HIV/AIDS, khống chế hiệu quả một số bệnh truyền nhiễm có khả năng gây thành dịch.
Thực hiện tốt công tác giảm nghèo, giải quyết việc làm, cải thiện mức sống các tầng lớp nhân dân; quan tâm chăm lo các đối tượng chính sách, người nghèo và các đối tượng thuộc diện bảo trợ xã hội.
Nâng cao chất lượng hoạt động văn hóa, thông tin, thể dục, thể thao, góp phần phục vụ ngày càng tốt hơn nhu cầu đời sống tinh thần của nhân dân.
Tiếp tục đẩy mạnh cải cách tư pháp theo Nghị quyết 49/NQ-TW ngày 02/6/2005 của Bộ chính trị; cải cách hành chính; thực hành tiết kiệm; đấu tranh phòng chống tham nhũng, tiêu cực, lãng phí. Đảm bảo giữ vững an ninh chính trị và trật tự an toàn xã hội, góp phần tạo môi trường thuận lợi thúc đẩy kinh tế - xã hội phát triển.","Điều 1. Thống nhất thông qua Báo cáo tình hình thực hiện nhiệm vụ kế hoạch phát triển kinh tế - xã hội, đảm bảo quốc phòng - an ninh năm 2007 và phương hướng, nhiệm vụ năm 2008, đồng thời nhấn mạnh thêm một số nội dung cơ bản sau đây:",,Nghị quyết 49/NQ,dan_chieu,FP
102/2007/NQ-HĐND,"Nghị quyết về phương hướng, nhiệm vụ năm 2008 do tỉnh Đồng Tháp ban hành",khoan,"2. Về phương hướng, nhiệm vụ năm 2008.
a- Mục tiêu tổng quát: Kiên trì mục tiêu tăng trưởng kinh tế cao. Huy động các nguồn lực đầu tư xây dựng kết cấu hạ tầng kinh tế - xã hội, đào tạo nguồn nhân lực; cải thiện mạnh mẽ môi trường đầu tư; giải quyết tốt các vấn đề văn hoá, xã hội và bảo vệ môi trường; tiếp tục đẩy mạnh cải cách hành chính, triệt để thực hành tiết kiệm, phòng chống tham nhũng, lãng phí; giữ vững ổn định tình hình an ninh chính trị và trật tự an toàn xã hội.
b- Phấn đấu hoàn thành các chỉ tiêu chủ yếu như sau:
Tốc độ tăng trưởng kinh tế đạt 15%; trong đó, khu vực nông - lâm - thủy sản tăng 6,7%; khu vực công nghiệp - xây dựng tăng 30,%; khu vực dịch vụ - thương mại tăng 19,6%. GDP bình quân đầu người 598 USD.
Cơ cấu ngành kinh tế trong GDP (giá so sánh năm 1994): khu vực nông - lâm - thủy sản chiếm 47,8%; khu vực công nghiệp - xây dựng chiếm 21,7%; khu vực thương mại - dịch vụ chiếm 30,5%.
Sản lượng lúa trên 2,4 triệu tấn. Sản lượng thủy sản nuôi trồng 262.000 tấn. Kim ngạch xuất khẩu 360 triệu USD (trong đó, giá trị xuất khẩu thuỷ sản đạt 211 triệu USD).
Tổng thu ngân sách nhà nước trên địa bàn 1.715 tỷ đồng; tổng chi ngân sách địa phương 2.893 tỷ đồng.
Tỷ lệ tăng dân số tự nhiên giảm còn 1,02%. Tỷ lệ trẻ em dưới 5 tuổi bị suy dinh dưỡng giảm còn 22%. Tỷ lệ 70% trạm y tế đạt chuẩn quốc gia. Bình quân 1 vạn dân có 4,85 bác sĩ.
Tỷ lệ lao động qua đào tạo đạt 32,3% (trong đó đào tạo nghề đạt 22,9%). Tạo việc làm mới và việc làm thêm 40.000 lao động. Giảm tỷ lệ hộ nghèo còn 7%.
Mật độ điện thoại 29,9 máy/100 dân.
Tỷ lệ đô thị hóa đạt 23,5%.
Tỷ lệ hộ dân nông thôn sử dụng nước sạch đạt 79,5%.
c- Một số nhiệm vụ và giải pháp chủ yếu cần tập trung.
Tạo sự chuyển biến mạnh mẽ về năng suất, chất lượng và nâng cao khả năng cạnh tranh nông sản hàng hoá. Phát triển, củng cố hệ thống thuỷ lợi phục vụ đa mục tiêu; tăng cường ứng dụng các tiến bộ khoa học kỹ thuật vào sản xuất; nâng cao khả năng phòng chống dịch bệnh cây trồng, vật nuôi; phát triển nuôi trồng thuỷ sản, chăn nuôi gia súc, gia cầm theo hướng bền vững, đúng quy hoạch. Kết hợp nhiều nguồn vốn tăng đầu tư xây dựng kết cấu hạ tầng nông nghiệp, nông thôn, nâng cao đời sống nông dân.
Tiếp tục tạo môi trường thuận lợi thúc đẩy tăng nhanh năng lực sản xuất, mở mang ngành nghề mới. Nâng cao tiến độ giải phóng mặt bằng, xây dựng hạ tầng các khu và một số cụm công nghiệp có điều kiện thuận lợi để thu hút đầu tư. Khuyến khích đầu tư đổi mới máy móc thiết bị, áp dụng công nghệ hiện đại vào quản lý, kinh doanh phù hợp với tiêu chuẩn về môi trường; đẩy mạnh áp dụng các biện pháp cải tiến kỹ thuật, công nghệ và quản lý để giảm chi phí sản xuất, hạ giá thành sản phẩm, tăng sức cạnh tranh của sản phẩm trên thị trường.
Đẩy mạnh phát triển thương mại, xuất nhập khẩu và dịch vụ. Khuyến khích các thành phần kinh tế tham gia đầu tư phát triển kết cấu hạ tầng thương mại, dịch vụ, du lịch. Tạo điều kiện thuận lợi phát triển các loại hình dịch vụ có giá trị cao như: ngân hàng, tài chính, bảo hiểm, viễn thông, vận tải, dịch vụ tư vấn, chăm sóc sức khoẻ, dạy nghề, khoa học công nghệ, giáo dục, kinh doanh bất động sản...
Quản lý chặt chẽ các nguồn thu, chi ngân sách đúng theo quy định của Luật Ngân sách. Tăng cường các biện pháp huy động vốn tín dụng trên địa bàn, đáp ứng nhu cầu vay vốn của doanh nghiệp thuộc tất cả các thành phần kinh tế. Áp dụng nhất quán các chính sách khuyến khích và bảo vệ doanh nghiệp hoạt động có hiệu quả, đúng pháp luật. Cân nhắc kỹ lưỡng hiệu quả dự án đầu tư như: năng lực tài chính, năng lực quản lý doanh nghiệp, thiết bị công nghệ, diện tích chiếm đất... trước khi quyết định tiếp nhận.
Chuyển dịch mạnh cơ cấu kinh tế; đổi mới cơ cấu đầu tư, tập trung cho những lĩnh vực và công trình trọng yếu, nhất là hạ tầng giao thông các tuyến huyết mạch, đáp ứng yêu cầu phát triển kinh tế - xã hội của Tỉnh.
Duy trì vững chắc kết quả xóa mù chữ, phổ cập giáo dục tiểu học và trung học cơ sở. Tăng cường công tác hướng nghiệp, đào tạo nghề cho người lao động. Tiếp tục triển khai tốt cuộc vận động “nói không với tiêu cực trong thi cử và bệnh thành tích trong giáo dục”, “nói không với vi phạm đạo đức nhà giáo và cho học sinh đạt chuẩn lên lớp”, “nói không với đào tạo không đạt chuẩn và không đáp ứng nhu cầu xã hội”. Quan tâm đầu tư, phát triển mạng lưới trường lớp, phòng chức năng, thiết bị giảng dạy, thực hành, xây dựng trường đạt chuẩn quốc gia theo kế hoạch.
Tăng cường công tác chăm sóc sức khỏe nhân dân; kiểm tra, giám sát chặt chẽ vệ sinh an toàn thực phẩm. Thực hiện tốt chủ trương quy mô gia đình ít con (có 01 hoặc 02 con), no ấm, bình đẳng, hạnh phúc và tiến bộ. Chủ động phòng chống dịch bệnh, thiên tai, thảm hoạ, hạn chế tốc độ lây nhiễm HIV/AIDS, khống chế hiệu quả một số bệnh truyền nhiễm có khả năng gây thành dịch.
Thực hiện tốt công tác giảm nghèo, giải quyết việc làm, cải thiện mức sống các tầng lớp nhân dân; quan tâm chăm lo các đối tượng chính sách, người nghèo và các đối tượng thuộc diện bảo trợ xã hội.
Nâng cao chất lượng hoạt động văn hóa, thông tin, thể dục, thể thao, góp phần phục vụ ngày càng tốt hơn nhu cầu đời sống tinh thần của nhân dân.
Tiếp tục đẩy mạnh cải cách tư pháp theo Nghị quyết 49/NQ-TW ngày 02/6/2005 của Bộ chính trị; cải cách hành chính; thực hành tiết kiệm; đấu tranh phòng chống tham nhũng, tiêu cực, lãng phí. Đảm bảo giữ vững an ninh chính trị và trật tự an toàn xã hội, góp phần tạo môi trường thuận lợi thúc đẩy kinh tế - xã hội phát triển.","Điều 1. Thống nhất thông qua Báo cáo tình hình thực hiện nhiệm vụ kế hoạch phát triển kinh tế - xã hội, đảm bảo quốc phòng - an ninh năm 2007 và phương hướng, nhiệm vụ năm 2008, đồng thời nhấn mạnh thêm một số nội dung cơ bản sau đây:",,Nghị quyết 49/NQ-TW ngày 02/6/2005,dan_chieu,FN
105/2006/NĐ-CP,Nghị định bảo vệ quyền sở hữu trí tuệ quản lý nhà nước hướng dẫn Luật Sở hữu trí tuệ,dieu,"Điều 56. Trách nhiệm của Bộ Văn hoá - Thông tin
Bộ Văn hoá - Thông tin có trách nhiệm phối hợp với Bộ Khoa học và Công nghệ thực hiện các nhiệm vụ quy định tại khoản 1 Điều 55 của Nghị định này và thực hiện các nhiệm vụ cụ thể sau đây:",,,khoản 1 Điều 55 Nghị định,dan_chieu,FP
123/2024/NQ-HĐND,"Nghị quyết quy định về quản lý, sử dụng tài sản công và thẩm quyền quyết định việc mua sắm hàng hóa, dịch vụ thuộc phạm vi quản lý của tỉnh Quảng Trị",khoan,"4. Thủ trưởng các cơ quan, tổ chức, đơn vị trực tiếp quản lý, sử dụng tài sản quyết định thanh lý tài sản công là tài sản cố định trừ tài sản quy định tại các khoản 1, khoản 2 và khoản 3 Điều này.","Điều 10. Thẩm quyền quyết định thanh lý tài sản công là tài sản cố định
Thẩm quyền quyết định thanh lý tài sản công trong các trường hợp quy định tại khoản 1 Điều 45 của Luật Quản lý, sử dụng tài sản công được quy định như sau:",,"khoản 1 Điều 45 Luật Quản lý, sử dụng tài sản công",dan_chieu,FP
123/2024/NQ-HĐND,"Nghị quyết quy định về quản lý, sử dụng tài sản công và thẩm quyền quyết định việc mua sắm hàng hóa, dịch vụ thuộc phạm vi quản lý của tỉnh Quảng Trị",khoan,"4. Thủ trưởng các cơ quan, tổ chức, đơn vị trực tiếp quản lý, sử dụng tài sản quyết định thanh lý tài sản công là tài sản cố định trừ tài sản quy định tại các khoản 1, khoản 2 và khoản 3 Điều này.","Điều 10. Thẩm quyền quyết định thanh lý tài sản công là tài sản cố định
Thẩm quyền quyết định thanh lý tài sản công trong các trường hợp quy định tại khoản 1 Điều 45 của Luật Quản lý, sử dụng tài sản công được quy định như sau:",,"khoản 2 Điều 45 Luật Quản lý, sử dụng tài sản công",dan_chieu,FP
123/2024/NQ-HĐND,"Nghị quyết quy định về quản lý, sử dụng tài sản công và thẩm quyền quyết định việc mua sắm hàng hóa, dịch vụ thuộc phạm vi quản lý của tỉnh Quảng Trị",khoan,"4. Thủ trưởng các cơ quan, tổ chức, đơn vị trực tiếp quản lý, sử dụng tài sản quyết định thanh lý tài sản công là tài sản cố định trừ tài sản quy định tại các khoản 1, khoản 2 và khoản 3 Điều này.","Điều 10. Thẩm quyền quyết định thanh lý tài sản công là tài sản cố định
Thẩm quyền quyết định thanh lý tài sản công trong các trường hợp quy định tại khoản 1 Điều 45 của Luật Quản lý, sử dụng tài sản công được quy định như sau:",,"khoản 3 Điều 45 Luật Quản lý, sử dụng tài sản công",dan_chieu,FP
59/2024/QH15,Luật tư pháp người chưa thành niên 2024,dieu,"Điều 2. Áp dụng Luật Tư pháp người chưa thành niên và các luật có liên quan
Việc tiếp nhận, giải quyết nguồn tin về tội phạm, khởi tố, giải quyết vụ án hình sự, xử lý chuyển hướng, thi hành án phạt tù, tái hòa nhập cộng đồng đối với người chưa thành niên được áp dụng theo quy định của Luật này và theo quy định của Bộ luật Hình sự, Bộ luật Tố tụng hình sự, Luật Thi hành án hình sự, luật khác không trái với quy định của Luật này.",,,Bộ luật Tố tụng hình sự,dan_chieu,FP
59/2024/QH15,Luật tư pháp người chưa thành niên 2024,dieu,"Điều 2. Áp dụng Luật Tư pháp người chưa thành niên và các luật có liên quan
Việc tiếp nhận, giải quyết nguồn tin về tội phạm, khởi tố, giải quyết vụ án hình sự, xử lý chuyển hướng, thi hành án phạt tù, tái hòa nhập cộng đồng đối với người chưa thành niên được áp dụng theo quy định của Luật này và theo quy định của Bộ luật Hình sự, Bộ luật Tố tụng hình sự, Luật Thi hành án hình sự, luật khác không trái với quy định của Luật này.",,,Luật 59/2024/QH15,dan_chieu,FP
3029/QĐ-UBND,Quyết định 2022 điều chỉnh Kế hoạch sử dụng đất huyện Hải Hà Quảng Ninh,vanban,"QUYẾT ĐỊNH
VỀ VIỆC PHÊ DUYỆT ĐIỀU CHỈNH, BỔ SUNG KẾ HOẠCH SỬ DỤNG ĐẤT NĂM 2022 CỦA HUYỆN HẢI HÀ
ỦY BAN NHÂN DÂN TỈNH QUẢNG NINH
Căn cứ Luật Tổ chức chính quyền địa phương năm 2015; Luật sửa đổi, bổ sung một số điều của luật tổ chức Chính phủ và luật tổ chức Chính quyền địa phương năm 2019;
Căn cứ Luật Đất đai số 45/2013/QH13 ngày 29 tháng 11 năm 2013;
Căn cứ Luật số 35/2018/QH14 về sửa đổi, bổ sung một số điều của 37 luật có liên quan đến quy hoạch;
Căn cứ Nghị định số 148/NĐ-CP ngày 18/12/2020 sửa đổi bổ sung một số nghị định quy định chi tiết thi hành Luật Đất đai;
Căn cứ Quy hoạch sử dụng đất thời kỳ 2021 - 2030 được UBND tỉnh phê duyệt tại Quyết định số 838/QĐ-UBND ngày 19/03/2021;
Căn cứ Nghị quyết số 106/NQ-HĐND ngày 09/7/2022 của Hội đồng nhân về việc thông qua danh mục các dự án, công trình thu hồi đất, có nhu cầu chuyển mục đích sử dụng đất và quyết định chủ trương chuyển mục đích sử dụng đất rừng sang mục đích khác trên địa bàn tỉnh đợt 2 năm 2022;
Căn cứ Quyết định số 2329/QĐ-UBND ngày 15/8/2022 của UBND tỉnh Quảng Ninh về việc điều chỉnh Quy mô, địa điểm dự án, công trình trong Quy hoạch sử dụng đất thời kỳ 2021 - 2030 của huyện Hải Hà;
Căn cứ Quyết định số 540/QĐ-UBND ngày 28/02/2022 của UBND tỉnh Quảng Ninh về việc phê duyệt kế hoạch sử dụng đất năm 2022 của huyện Hải Hà;
Theo đề nghị của Ủy ban nhân dân huyện Hải Hà tại Tờ trình số 85/TTr-UBND ngày 22/8/2022 và đề nghị của sở Tài nguyên và Môi trường tại Tờ trình số 373/TTr-TNMT-QHKH ngày 29 tháng 9 năm 2022 về việc phê duyệt điều chỉnh, bổ sung Kế hoạch sử dụng đất năm 2022 của huyện Hải Hà.
QUYẾT ĐỊNH:",,,Nghị định số 148/NĐ,can_cu,FP
